"date","holiday","temp","rain_1h","clouds_all","traffic_volume","weather_main_Clear","weather_main_Clouds","weather_main_Drizzle","weather_main_Fog","weather_main_Haze","weather_main_Mist","weather_main_Rain","weather_main_Smoke","weather_main_Snow","weather_main_Thunderstorm","t"
-1.62458042275239,0.00195371488019269,296.940578005591,0.0413630940290659,63.6621774766314,2945.94440802105,0.242372779857606,0.0349579103203084,0.0124989011840344,9.69395602603562e-05,0.00379689336818423,0.0120728961732723,0.638466040222928,5.57242523235857e-07,1.19153409907288e-06,0.013601518455399,2015.47123287671
-1.62184069672503,0.00212898732016598,297.162051455922,0.0451072354063875,61.2222190945525,2951.16217421216,0.26328757888795,0.0381059070699035,0.013632562288433,0.000105017856948386,0.0041415808341867,0.013166119452416,0.607370375961549,6.03679400690282e-07,1.30099432973025e-06,0.0148356168288846,2015.47397260274
-1.61910097069745,0.00230425976013748,297.383524906253,0.0488513767837091,58.7822607124737,2956.37994040326,0.284202377918298,0.0412539038194986,0.0147662233928312,0.000113096153636416,0.00448626830019272,0.0142593427315578,0.576274711700171,6.50116277256529e-07,1.41045456038761e-06,0.0160697152023701,2015.47671232877
-1.61636124467009,0,297.91,0,92,3028,0,0,0,0,0,0,1,0,0,0,2015.47945205479
-1.61362151864273,0,297.46,0,1,3207,1,0,0,0,0,0,0,0,0,0,2015.48219178082
-1.61088179261537,0,294.59,0,90,3125,0,0,0,0,0,0,1,0,0,0,2015.48493150685
-1.60814206658802,0,297.43,0,1,3421,1,0,0,0,0,0,0,0,0,0,2015.48767123288
-1.60540234056066,0,294.15,0,75,2973,0,1,0,0,0,0,0,0,0,0,2015.4904109589
-1.60266261453307,0,293.25,1.27,75,2527,0,0,0,0,0,0,1,0,0,1,2015.49315068493
-1.59992288850572,0.00353335712808212,293.886262501476,0.0750283781115888,41.077166342967,2973.16375021284,0.423409867378402,0.062081099723531,0.0231622364924065,0.000169644230454513,0.00691325020310352,0.0221165228057831,0.346529898825673,9.75174417577884e-07,2.39259312123287e-06,0.0243657081820841,2015.49589041096
-1.59718316247836,0,293.76,0,1,3144,1,0,0,0,0,0,0,0,0,0,2015.49863013699
-1.594443436451,0,294.98,0,1,2977,1,0,0,0,0,0,0,0,0,0,2015.50136986301
-1.59170371042364,1,296.52,0,1,2756,1,0,0,0,0,0,0,0,0,0,2015.50410958904
-1.58896398439629,0,298.64,0,1,2598,0,0,0,0,1,0,0,0,0,0,2015.50684931507
-1.5862242583687,0,300.55,0,1,3677,1,0,0,0,0,0,0,0,0,0,2015.5095890411
-1.58348453234134,0,293.46,0,1,2561,0,0,0,0,1,0,0,1,0,0,2015.51232876712
-1.58074480631399,0,293,0,1,3007,1,0,0,0,0,0,0,0,0,0,2015.51506849315
-1.57800508028663,0,293.73,0,1,3090,1,0,0,0,0,0,0,0,0,0,2015.51780821918
-1.57526535425927,0,297.32,0,75,3082,0,1,0,0,0,0,0,0,0,0,2015.52054794521
-1.57252562823192,0,299.57,0,1,3048,1,0,0,0,0,0,0,0,0,0,2015.52328767123
-1.56978590220433,0,297.97,0,75,2910,0,0,1,0,0,0,0,0,0,1,2015.52602739726
-1.56704617617697,0,302.36,0,1,2866,1,0,0,0,0,0,0,0,0,0,2015.52876712329
-1.56430645014962,0,299.59,0,90,2751,0,0,0,0,0,0,1,0,0,0,2015.53150684932
-1.56156672412226,0,297.53,0,1,3353,1,0,0,0,0,0,0,0,0,0,2015.53424657534
-1.5588269980949,0,297.77,0,40,3232,0,1,0,0,0,0,0,0,0,0,2015.53698630137
-1.55608727206732,0,292.86,0,90,2903,0,0,1,0,0,1,1,0,0,0,2015.5397260274
-1.55334754603996,0,300.46,0,1,3160,1,0,0,0,0,0,0,0,0,0,2015.54246575342
-1.5506078200126,0,298.73,0,1,3102,1,0,0,0,0,0,0,0,0,0,2015.54520547945
-1.54786809398524,0,298.77,0,1,3468,1,0,0,0,0,0,0,0,0,0,2015.54794520548
-1.54512836795789,0,295.1,0,40,2721,0,1,0,0,0,0,0,0,0,0,2015.55068493151
-1.54238864193053,0,297.3,0,1,3360,1,0,0,0,0,0,0,0,0,0,2015.55342465753
-1.53964891590294,0,297.77,0,1,3143,1,0,0,0,0,0,0,0,0,0,2015.55616438356
-1.53690918987559,0,298.95,0,1,3186,1,0,0,0,0,0,0,0,0,0,2015.55890410959
-1.53416946384823,0,300.91,0,1,3379,1,0,0,0,0,0,0,0,0,0,2015.56164383562
-1.53142973782087,0,299.67,0,40,2300,0,1,0,0,0,0,0,0,0,0,2015.56438356164
-1.52869001179351,0,300.38,0,1,2887,1,0,0,0,0,0,0,0,0,0,2015.56712328767
-1.52595028576616,0,300.32,0,1,2575,1,0,0,0,0,0,0,0,0,0,2015.5698630137
-1.52321055973857,0,298.93,0,40,2841,0,1,0,0,0,0,0,0,0,0,2015.57260273973
-1.52047083371122,0,298.01,0,1,2872,1,0,0,0,0,0,0,0,0,0,2015.57534246575
-1.51773110768386,0.0078785356181463,297.91865819806,0.210028253366099,17.3282208897112,2994.33576234815,0.709954138765569,0.110789653412733,0.0393027888522182,0.000411993131104724,0.0116366986962733,0.057377725231159,0.109566095142048,2.36828072305156e-06,2.30414485539547e-05,0.043127667327081,2015.57808219178
-1.5149913816565,0,297.25,0,1,3050,1,0,0,0,0,0,0,0,0,0,2015.58082191781
-1.51225165562914,0,299.05,0,1,2563,1,0,0,0,0,0,0,0,0,0,2015.58356164384
-1.50951192960156,0,296.84,0,1,3007,1,0,0,0,0,0,0,0,0,0,2015.58630136986
-1.5067722035742,0,295.58,0,1,2958,1,0,0,0,0,0,0,0,0,0,2015.58904109589
-1.50403247754684,0,296.15,0,1,2966,1,0,0,0,0,0,0,0,0,0,2015.59178082192
-1.50129275151949,0,296.33,0,1,3281,1,0,0,0,0,0,0,0,0,0,2015.59452054795
-1.49855302549213,0,295,6.1,90,2974,0,0,0,0,0,1,1,0,0,1,2015.59726027397
-1.49581329946477,0,296.71,0,1,3422,1,0,0,0,0,0,0,0,0,0,2015.6
-1.49307357343719,0,297.29,0,75,3260,0,0,0,0,0,0,1,0,0,0,2015.60273972603
-1.49033384740983,0,295.64,0,1,3241,1,0,0,0,0,0,0,0,0,0,2015.60547945205
-1.48759412138247,0,296.39,0,1,2917,1,0,0,0,0,0,0,0,0,0,2015.60821917808
-1.48485439535511,0,296.73,0,1,3095,1,0,0,0,0,0,0,0,0,0,2015.61095890411
-1.48211466932776,0,298.62,0,1,3071,1,0,0,0,0,0,0,0,0,0,2015.61369863014
-1.4793749433004,0,298.34,0,1,3080,1,0,0,0,0,0,0,0,0,0,2015.61643835616
-1.47663521727281,0,301.73,0,1,3062,1,0,0,0,0,0,0,0,0,0,2015.61917808219
-1.47389549124546,0,299.81,0,1,3233,1,0,0,0,0,0,0,0,0,0,2015.62191780822
-1.4711557652181,0,295.27,8.04,90,2619,0,0,0,0,0,1,1,0,0,1,2015.62465753425
-1.46841603919074,0,290.76,0,40,2652,0,0,0,0,0,0,1,0,0,0,2015.62739726027
-1.46567631316339,0,290.84,0.38,90,2793,0,0,1,0,0,1,1,0,0,0,2015.6301369863
-1.4629365871358,0,287.96,0.6,90,3012,0,0,0,0,0,0,1,0,0,0,2015.63287671233
-1.46019686110844,0,291.29,0,1,3334,1,0,0,0,0,0,0,0,0,0,2015.63561643836
-1.45745713508109,0,295.54,0,1,3260,1,0,0,0,0,0,0,0,0,0,2015.63835616438
-1.45471740905373,0,295.09,5.04,90,2373,0,0,0,0,0,1,1,0,0,1,2015.64109589041
-1.45197768302637,0,291.21,0,90,3203,0,1,0,0,0,0,0,0,0,0,2015.64383561644
-1.44923795699901,0,290.1,0,90,2801,0,1,0,0,0,0,0,0,0,0,2015.64657534247
-1.44649823097143,0,291.03,0,1,3041,1,0,0,0,0,0,0,0,0,0,2015.64931506849
-1.44375850494407,0,290.73,0,1,3324,1,0,0,0,0,0,0,0,0,0,2015.65205479452
-1.44101877891671,1,293.2,0,1,3173,1,0,0,0,0,0,0,0,0,0,2015.65479452055
-1.43827905288936,0,291.58,0,1,3296,1,0,0,0,0,0,0,0,0,0,2015.65753424658
-1.435539326862,0.0122941811524558,293.782293402997,0.228871726115529,22.8959551868879,3033.96113922415,0.642633627166049,0.142515413526459,0.0529233919860623,0.000654342031754894,0.0163863525237124,0.0813589823959164,0.169571003250552,3.761387028553e-06,0.000223028473283666,0.052382145198454,2015.6602739726
-1.43279960083464,0,295.16,0,1,3256,1,0,0,0,0,0,0,0,0,0,2015.66301369863
-1.43005987480706,0,297.93,0,1,2945,1,0,0,0,0,0,0,0,0,0,2015.66575342466
-1.4273201487797,0.0126494583719354,296.734302677123,0.210663202424049,21.5348916393269,3029.09368298824,0.632232142701922,0.147017739425318,0.0547455306115983,0.000678576921819914,0.0169468715166496,0.0820653933029312,0.165780963648971,3.90069765910349e-06,0.000276925457576958,0.0519981793261564,2015.66849315068
-1.42458042275234,0,295.5,0,1,3128,1,0,0,0,0,0,0,0,0,0,2015.67123287671
-1.42184069672498,0,298.31,0,1,3252,1,0,0,0,0,0,0,0,0,0,2015.67397260274
-1.41910097069763,0,300.81,0,1,3146,1,0,0,0,0,0,0,0,0,0,2015.67671232877
-1.41636124467027,0,301.24,0,40,3030,0,1,0,0,0,0,0,0,0,0,2015.67945205479
-1.41362151864269,0,297.7,0,40,3032,0,0,0,0,0,0,0,0,0,1,2015.68219178082
-1.41088179261533,1,295.72,0,1,2924,0,0,0,0,0,0,1,0,0,0,2015.68493150685
-1.40814206658797,0,291.7,0,1,2924,1,0,0,0,0,0,0,0,0,0,2015.68767123288
-1.40540234056061,0,291.73,0,90,3183,0,0,0,0,0,0,1,0,0,0,2015.6904109589
-1.40266261453326,0,287.52,0,40,3323,0,1,0,0,0,0,0,0,0,0,2015.69315068493
-1.39992288850567,0,287.12,0,40,2017,0,1,0,0,0,0,0,0,0,0,2015.69589041096
-1.39718316247831,0,288.01,0,1,2407,1,0,0,0,0,0,0,0,0,0,2015.69863013699
-1.39444343645096,0,292.07,0,1,3155,1,0,0,0,0,0,0,0,0,0,2015.70136986301
-1.3917037104236,0,296.54,0,1,2965,1,0,0,0,0,0,0,0,0,0,2015.70410958904
-1.38896398439624,0,298.92,0,1,2980,1,0,0,0,0,0,0,0,0,0,2015.70684931507
-1.38622425836888,0,298.51,0.28,40,3275,0,0,0,0,0,0,1,0,0,1,2015.7095890411
-1.3834845323413,0,293.05,0,1,3118,1,0,0,0,0,0,0,0,0,0,2015.71232876712
-1.38074480631394,0,287.11,0.51,90,3395,0,0,1,0,0,1,1,0,0,0,2015.71506849315
-1.37800508028658,0,288.18,0,1,3260,0,0,0,0,1,1,0,0,0,0,2015.71780821918
-1.37526535425923,0,289.02,0,1,2588,0,0,0,0,0,0,1,0,0,0,2015.72054794521
-1.37252562823187,0,294.96,0,1,2915,1,0,0,0,0,0,0,0,0,0,2015.72328767123
-1.36978590220451,0,291.55,0,1,2934,1,0,0,0,0,0,0,0,0,0,2015.72602739726
-1.36704617617693,0,291.92,0.51,90,2853,0,0,1,0,0,1,1,0,0,0,2015.72876712329
-1.36430645014957,0,291.48,0,90,3032,0,0,1,0,0,0,1,0,0,0,2015.73150684932
-1.36156672412221,0,290.99,0,1,3195,1,0,0,0,0,0,0,0,0,0,2015.73424657534
-1.35882699809486,0,292.42,0,1,3187,1,0,0,0,0,0,0,0,0,0,2015.73698630137
-1.3560872720675,0,294.65,0,1,3575,1,0,0,0,0,0,0,0,0,0,2015.7397260274
-1.35334754603991,0,290.69,0,90,2581,0,1,0,0,0,0,0,0,0,0,2015.74246575342
-1.35060782001256,0,282.26,0,1,2740,1,0,0,0,0,0,0,0,0,0,2015.74520547945
-1.3478680939852,0,283.41,0,1,2997,1,0,0,0,0,0,0,0,0,0,2015.74794520548
-1.34512836795784,0,283.65,0,1,3300,1,0,0,0,0,0,0,0,0,0,2015.75068493151
-1.34238864193048,0,284.13,0,1,3596,1,0,0,0,0,0,0,0,0,0,2015.75342465753
-1.33964891590313,0,283.47,0,1,3197,1,0,0,0,0,0,0,0,0,0,2015.75616438356
-1.33690918987554,0,282.49,0,1,2750,1,0,0,0,0,0,0,0,0,0,2015.75890410959
-1.33416946384818,0,284.45,0,40,2605,0,1,0,0,0,0,0,0,0,0,2015.76164383562
-1.33142973782083,0,288.76,0,1,2772,1,0,0,0,0,0,0,0,0,0,2015.76438356164
-1.32869001179347,0,285.97,0,75,2943,0,1,0,0,0,0,0,0,0,0,2015.76712328767
-1.32595028576611,0,284.89,0,90,3132,0,0,1,0,0,1,0,0,0,0,2015.7698630137
-1.32321055973875,0,281.78,0,1,3252,1,0,0,0,0,0,0,0,0,0,2015.77260273973
-1.32047083371117,0,292.71,0,40,2126,0,1,0,0,0,0,0,0,0,0,2015.77534246575
-1.31773110768381,0,295.85,0,1,2446,1,0,0,0,0,0,0,0,0,0,2015.77808219178
-1.31499138165645,1,281.99,0,90,2408,0,1,0,0,0,0,0,0,0,0,2015.78082191781
-1.3122516556291,0,282.6,0,5,2898,1,0,0,0,0,0,0,0,0,0,2015.78356164384
-1.30951192960174,0,285.18,0,5,2884,1,0,0,0,0,0,0,0,0,0,2015.78630136986
-1.30677220357438,0,283.95,0,1,2819,1,0,0,0,0,0,0,0,0,0,2015.78904109589
-1.3040324775468,0.0169100839863342,281.85994807758,0.0637348133006892,21.3915131737106,2841.98244874,0.700963139876637,0.234549015997781,0.0691508117895934,0.00104210027279517,0.0245274059847764,0.0961171836854631,0.0246127886624477,5.9903571173409e-06,0.00828630807269186,0.0336482997132003,2015.79178082192
-1.30129275151944,0,277.54,0,1,2966,1,0,0,0,0,0,0,0,0,0,2015.79452054795
-1.29855302549208,0,285.75,0,1,2865,1,0,0,0,0,0,0,0,0,0,2015.79726027397
-1.29581329946473,0,288.5,0,1,2522,1,0,0,0,0,0,0,0,0,0,2015.8
-1.29307357343737,0,288.02,0,1,2865,1,0,0,0,0,0,0,0,0,0,2015.80273972603
-1.29033384740978,0,282.3,0,1,3054,1,0,0,0,0,0,0,0,0,0,2015.80547945205
-1.28759412138243,0,282.42,0,1,3094,1,0,0,0,0,0,0,0,0,0,2015.80821917808
-1.28485439535507,0.0174012292668154,283.332646483207,0.0544620100549723,24.625585706831,2820.52815962522,0.675736137162429,0.254180607035519,0.0682005910979912,0.00109864834961354,0.025848010561223,0.0993371503980557,0.0266606852104414,6.31541525528915e-06,0.0138418272500838,0.0328998040346603,2015.81095890411
-1.28211466932771,0.0174733356501861,283.817512549279,0.0533198398302443,25.8493117896638,2815.54527014601,0.664631327109142,0.257916944714094,0.0683159125795692,0.00110672664630188,0.0260461503340169,0.0999633932930973,0.0280790434561723,6.36185213213902e-06,0.0148386403477461,0.0328502843072445,2015.81369863014
-1.27937494330035,0.0175454420335569,284.302378615351,0.0521776696055163,27.0730378724966,2810.56238066679,0.653526517055854,0.261653282392669,0.0684312340611472,0.00111480494299022,0.0262442901068108,0.100589636188139,0.0294974017019031,6.4082890089889e-06,0.0158354534454083,0.0328007645798287,2015.81643835616
-1.276635217273,0.0176175484169276,284.787244681422,0.0510354993807882,28.2967639553294,2805.57949118758,0.642421707002566,0.265389620071244,0.0685465555427252,0.00112288323967857,0.0264424298796047,0.10121587908318,0.0309157599476339,6.45472588583964e-06,0.0168322665430706,0.032751244852413,2015.81917808219
-1.27389549124541,0.0176896548002984,285.272110747494,0.0498933291560602,29.5204900381621,2800.59660170836,0.631316896949278,0.269125957749819,0.0686618770243032,0.00113096153636691,0.0266405696523986,0.101842121978222,0.0323341181933648,6.50116276268951e-06,0.0178290796407329,0.0327017251249972,2015.82191780822
-1.27115576521805,0.0177617611836691,285.756976813565,0.0487511589313322,30.7442161209949,2795.61371222915,0.620212086895991,0.272862295428394,0.0687771985058812,0.00113903983305524,0.0268387094251925,0.102468364873264,0.0337524764390957,6.54759963953939e-06,0.0188258927383951,0.0326522053975815,2015.82465753425
-1.2684160391907,0.0178338675670399,286.241842879637,0.0476089887066042,31.9679422038277,2790.63082274993,0.609107276842703,0.276598633106969,0.0688925199874593,0.00114711812974358,0.0270368491979864,0.103094607768305,0.0351708346848265,6.59403651638926e-06,0.0198227058360574,0.0326026856701657,2015.82739726027
-1.26567631316334,0.0179059739504106,286.726708945709,0.0464668184818762,33.1916682866605,2785.64793327072,0.598002466789415,0.280334970785543,0.0690078414690373,0.00115519642643192,0.0272349889707803,0.103720850663347,0.0365891929305573,6.64047339323914e-06,0.0208195189337197,0.03255316594275,2015.8301369863
-1.26293658713598,0.0179780803337814,287.21157501178,0.0453246482571482,34.4153943694933,2780.6650437915,0.586897656736127,0.284071308464118,0.0691231629506153,0.00116327472312026,0.0274331287435742,0.104347093558389,0.0380075511762882,6.68691027008901e-06,0.0218163320313819,0.0325036462153342,2015.83287671233
-1.26019686110862,0.0180501867171521,287.696441077852,0.0441824780324202,35.6391204523261,2775.68215431229,0.57579284668284,0.287807646142693,0.0692384844321933,0.0011713530198086,0.0276312685163681,0.10497333645343,0.039425909422019,6.73334714693889e-06,0.0228131451290442,0.0324541264879184,2015.83561643836
-1.25745713508104,0.0181222931005229,288.181307143924,0.0430403078076922,36.8628465351589,2770.69926483307,0.564688036629552,0.291543983821268,0.0693538059137713,0.00117943131649694,0.027829408289162,0.105599579348472,0.0408442676677499,6.77978402378876e-06,0.0238099582267065,0.0324046067605027,2015.83835616438
-1.25471740905368,0,289.44,0,1,2640,1,0,0,0,0,0,0,0,0,0,2015.84109589041
-1.25197768302633,0,288.62,0,90,2783,0,0,0,0,1,0,0,0,0,0,2015.84383561644
-1.24923795699897,0,280.95,0,90,2815,0,1,0,0,0,0,0,0,0,0,2015.84657534247
-1.24649823097161,0.0184148371439405,280.589817602932,0.0387320746602696,41.2983274682034,2752.51151769417,0.522469610319506,0.307487915773514,0.070327872915754,0.0012117445032503,0.0283934800888885,0.108467086614489,0.0505975259154696,6.96553153118739e-06,0.0287076283509478,0.0323187152332863,2015.84931506849
-1.24375850494403,0,277.42,0,1,2794,1,0,0,0,0,0,0,0,0,0,2015.85205479452
-1.24101877891667,0.0185638695972362,280.983557625802,0.0367456782928535,42.7422830061643,2742.84043131084,0.506514046832037,0.31509761578172,0.0711586872210856,0.00122790109662698,0.0285648608869814,0.11014480438523,0.0584297803600827,7.05840528488714e-06,0.0318049870384311,0.0323505290729753,2015.85479452055
-1.23827905288931,0,283.79,0,5,2446,1,0,0,0,0,0,0,0,0,0,2015.85753424658
-1.23553932686195,0,284.3,0,90,2740,0,1,0,0,0,0,0,0,0,0,2015.8602739726
-1.2327996008346,1,281.42,0,90,2340,0,0,0,0,0,1,1,0,0,1,2015.86301369863
-1.23005987480724,0,276.42,0,90,2924,0,1,0,0,0,0,0,0,0,0,2015.86575342466
-1.22732014877965,0,273.63,0,1,2612,1,0,0,0,0,0,0,0,0,0,2015.86849315069
-1.2245804227523,0,280.43,0,5,2937,1,0,0,0,0,0,0,0,0,0,2015.87123287671
-1.22184069672494,0,283.42,0,1,2483,1,0,0,0,0,0,0,0,0,0,2015.87397260274
-1.21910097069758,0.0189944199104371,282.856073652366,0.0299625644827695,48.9497970350735,2724.25754461633,0.429588717380949,0.346040261305602,0.0773361091645011,0.00129252747013368,0.0293653701729131,0.11605766103776,0.0436956732575152,7.42990029968787e-06,0.0511618255687355,0.0301811585332278,2015.87671232877
-1.21636124467022,0,285.15,0,90,2578,0,0,1,0,0,1,0,0,0,0,2015.87945205479
-1.21362151864287,0,278.69,0,90,2777,0,0,1,0,0,0,0,0,0,0,2015.88219178082
-1.21088179261528,0,273.44,0,1,2930,1,0,0,0,0,0,0,0,0,0,2015.88493150685
-1.20814206658793,0.019167497588526,271.713850783498,0.0272297328177503,52.9724645319003,2721.11794323036,0.377888982435085,0.366326840668687,0.0761428006237427,0.00132484065688703,0.0298384885960696,0.117767104789356,0.0292094231183258,7.61564780708693e-06,0.0663895742135298,0.0285860675525632,2015.88767123288
-1.20540234056057,0,267.29,0,90,2766,0,1,0,0,0,0,0,0,0,0,2015.8904109589
-1.20266261453321,0.0192569146295504,271.467460798218,0.0259809175196085,54.7676268963534,2717.41263923719,0.352533179763828,0.377031722003373,0.0740834323326934,0.00134099725026371,0.0300898799162183,0.118604663348224,0.0239768509020199,7.70852156078711e-06,0.0754803403183104,0.0278555247898141,2015.89315068493
-1.19992288850585,0.0193019845854707,273.7330811477,0.0253705271362105,55.4504298724334,2715.41302791701,0.341355421631469,0.381986552998428,0.0730998251657621,0.00134907554695205,0.0302174448962162,0.119056898637959,0.0215655787461169,7.75495843763742e-06,0.0802353658455823,0.0274984097966931,2015.89589041096
-1.19718316247827,0,276.72,0,20,2843,0,1,0,0,0,0,0,0,0,0,2015.89863013699
-1.19444343645091,0,278.73,0,90,3419,0,1,0,0,0,0,0,0,0,0,2015.90136986301
-1.19170371042355,1,270.72,0,75,2718,0,2,0,0,0,0,0,0,0,0,2015.90410958904
-1.1889639843962,0,265.42,0,1,2782,1,0,0,0,0,0,0,0,0,0,2015.90684931507
-1.18622425836884,0,267.36,0,1,2819,1,0,0,0,0,0,0,0,0,0,2015.9095890411
-1.18348453234148,0,273.36,0,90,2736,0,1,0,0,0,0,0,0,0,0,2015.91232876712
-1.1807448063139,0,274.01,0,90,1714,0,0,0,0,0,1,0,0,1,0,2015.91506849315
-1.17800508028654,0,272.22,0,90,2534,0,0,0,0,0,0,0,0,1,0,2015.91780821918
-1.17526535425918,0,274.84,0,90,2407,0,1,0,0,0,0,0,0,0,0,2015.92054794521
-1.17252562823182,0.0195221913782921,275.472576274396,0.0203728745886239,66.0172984768324,2664.23688785679,0.253783190522494,0.408432324980563,0.0671380722583922,0.00142985851383544,0.0316655492875282,0.124968094573258,0.00766772432329266,8.21932720613443e-06,0.125104254011737,0.0246116247387123,2015.92328767123
-1.16978590220447,0.0195362212648196,276.372241255105,0.0199774264130897,66.6656743602607,2663.62900409771,0.248191723514785,0.410320685767946,0.0669205699552822,0.00143793681052377,0.0318278219562952,0.125476031128486,0.0070488136168762,8.26576408298474e-06,0.123813539828947,0.0243893822695221,2015.92602739726
-1.16704617617711,0,277.65,0,90,2731,0,1,0,0,0,0,0,0,0,0,2015.92876712329
-1.16430645014952,0.0195650166416777,277.226726488246,0.0192071748375515,67.691095278978,2661.98436288238,0.239010022280628,0.413353012479627,0.0665674515095077,0.00145409340390045,0.0321563589561134,0.126563251412923,0.00591090228899802,8.35863783668449e-06,0.121958470574637,0.0239588709668389,2015.93150684932
-1.16156672412217,0.0195797821320083,277.181546740678,0.0188323714375475,68.068140314267,2660.94760542613,0.23541978805418,0.414496978403925,0.0664318353668432,0.00146217170058879,0.0323226232871646,0.127142535142132,0.00539190166753628,8.40507471353436e-06,0.121394115503117,0.0237506021333459,2015.93424657534
-1.15882699809481,0,276.49,0,90,2669,0,0,1,0,0,1,0,0,0,0,2015.93698630137
-1.15608727206745,0,279.44,0,1,2823,1,0,0,0,0,0,0,0,0,0,2015.9397260274
-1.1533475460401,0,279.01,0,90,2864,0,1,0,0,0,0,0,0,0,0,2015.94246575342
-1.15060782001274,0,276.08,0,90,3276,0,1,0,0,0,0,0,0,0,0,2015.94520547945
-1.14786809398515,0,276.79,0,90,2920,0,0,0,0,0,1,0,0,0,0,2015.94794520548
-1.1451283679578,0,277.51,0,90,2372,0,1,0,0,0,0,0,0,0,0,2015.95068493151
-1.14238864193044,0.019698644633248,275.206097727619,0.0166049782137462,70.8157089080829,2629.36052274787,0.20789490095765,0.423502357307047,0.0597742255847856,0.00151871977740717,0.0335723671933848,0.128188729704503,0.00314351342916123,8.73013285148435e-06,0.132667562274782,0.0225749126579539,2015.95342465753
-1.13964891590308,0.019717843051954,273.573176754748,0.0163417083237548,70.7995681749046,2621.9349168302,0.206947564421053,0.424036043115923,0.0588776362608556,0.00152679807409551,0.0337632839193161,0.12807058715759,0.00299561914249189,8.77656972833422e-06,0.136500302971428,0.022446784982878,2015.95616438356
-1.13690918987572,0,271.09,0,90,2649,0,0,0,0,0,0,0,0,1,0,2015.95890410959
-1.13416946384814,0.0197569825213995,272.432097947915,0.0158321196274837,70.5374506652446,2606.86610580197,0.206752206983073,0.42564110168408,0.0571556364279946,0.00154295466747219,0.0341493541108226,0.127906764024558,0.00274407951602455,8.86944348203441e-06,0.139069371324163,0.0222034344608955,2015.96164383562
-1.13142973782078,0.019776923572139,272.923940113954,0.0155858008212039,70.291473888763,2599.22290069142,0.207504186081691,0.426712474443361,0.0563302259190635,0.00155103296416053,0.0343445075763978,0.127861083438439,0.00264043417622656,8.91588035888428e-06,0.13780569898025,0.0220882116139889,2015.96438356164
-1.12869001179342,0.0197968646228784,273.415782279992,0.0153394820149241,70.0454971122814,2591.57969558087,0.208256165180309,0.427783847202642,0.0555048154101324,0.00155911126084886,0.034539661041973,0.127815402852319,0.00253678883642858,8.96231723573416e-06,0.136542026636338,0.0219729887670823,2015.96712328767
-1.12595028576607,0,274.51,0,90,2449,0,0,0,0,0,1,0,0,0,0,2015.9698630137
-1.12321055973871,0,272.37,0,90,2571,0,1,0,0,0,0,0,0,0,0,2015.97260273973
